Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Topbuild corp,BLD,"",3125463.0,618155000.0,0.0171809,0.0263,863,-1154483.0,-26.974242,reduction,9.4898269,Q3 2015,INDUSTRIALS,13F,06/30/2021,57.84,256.97
Spdr s&p 500 etf trust,SPY,"",1437056.0,615146000.0,0.0170972,0.1674,864,-12938893.0,-90.003749,reduction,No Data,Q1 2009,FINANCE,13F,06/30/2021,384.58,459.25
Knight transportation inc.,KNX,"",13524394.0,614818000.0,0.0170881,0.0191,865,26.0,0.000192,addition,8.1484057,Q3 2007,TRANSPORTS,13F,06/30/2021,37.31,56.69
Korn ferry,KFY,"",8446212.0,612772000.0,0.0170313,0.0158,866,-181000.0,-2.098013,reduction,15.4959279,Q2 2009,INDUSTRIALS,13F,06/30/2021,37.79,77.21
Yeti holdings inc,YETI,"",6671596.0,612586000.0,0.0170261,0.019,867,-2270240.0,-25.388969,reduction,7.6271358,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2021,38.27,98.33
Championx corp,CHX,"",23834344.0,611353000.0,0.0169918,0.015,868,292711.0,1.243376,addition,11.8107465,Q2 2018,ENERGY,13F,06/30/2021,19.3385,26.23
Glaukos corp,GKOS,"",7180466.0,609119000.0,0.0169297,0.0179,869,-89981.0,-1.237627,reduction,15.4216113,Q1 2016,HEALTH CARE,13F,06/30/2021,42.68,45.71
Cit group inc (del),CIT,"",11751447.0,606258000.0,0.0168502,0.0187,870,-627901.0,-5.072165,reduction,11.8528840,Q4 2009,FINANCE,13F,06/30/2021,36.49,49.53
Franklin electric co,FELE,"",7508739.0,605355000.0,0.0168251,0.0169,871,218270.0,2.993909,addition,16.1547741,Q4 2009,INDUSTRIALS,13F,06/30/2021,48.1618,86.38
Invesco qqq trust series 1,QQQ,PUT,1706800.0,604942000.0,0.0168136,0.0391,872,-2458300.0,-59.021392,reduction,No Data,Q2 2014,FINANCE,13F,06/30/2021,,386.11
Invitae corp,NVTA,"",17852695.0,602172000.0,0.0167366,0.0124,873,6772819.0,61.127209,addition,8.2141909,Q1 2015,HEALTH CARE,13F,06/30/2021,26.6052,26.5
Goodyear tire and rubber co.,GT,"",35103953.0,602034000.0,0.0167328,0.0145,874,7076124.0,25.246779,addition,12.4839390,Q3 2007,CONSUMER DISCRETIONARY,13F,06/30/2021,23.242,19.12
Asgn inc. (on assignment inc.),ASGN,"",6208266.0,601768000.0,0.0167254,0.0181,875,-237219.0,-3.68039,reduction,11.7358526,Q2 2011,INDUSTRIALS,13F,06/30/2021,58.65,119.66
Peoples united financial  inc.,PBCT,"",35090349.0,601447000.0,0.0167165,0.0182,876,429861.0,1.240205,addition,8.1995461,Q3 2007,FINANCE,13F,06/30/2021,17.703,17.14
Community bank system  inc.,CBU,"",7949383.0,601371000.0,0.0167144,0.0178,877,71253.0,0.904441,addition,14.7434509,Q1 2009,FINANCE,13F,06/30/2021,55.9779,71.67
Helen of troy ltd.,HELE,"",2634341.0,600945000.0,0.0167025,0.0173,878,-166175.0,-5.933728,reduction,10.9314420,Q4 2009,CONSUMER STAPLES,13F,06/30/2021,102.21,224.95
Norwegian cruise line holdings ltd,NCLH,"",20406476.0,600154000.0,0.0166805,0.0164,879,124170.0,0.612208,addition,5.5148130,Q2 2013,CONSUMER DISCRETIONARY,13F,06/30/2021,42.7782,25.72
Meritage homes corp.,MTH,"",6368865.0,599182000.0,0.0166535,0.0179,880,-258184.0,-3.895912,reduction,16.9173888,Q4 2009,REAL ESTATE,13F,06/30/2021,45.4,108.71
Applied industrial technologies inc. (brown fence & wire - jim brown stores - bearings specialists),AIT,"",6569006.0,598175000.0,0.0166255,0.0175,881,40118.0,0.614469,addition,17.0480723,Q1 2009,INDUSTRIALS,13F,06/30/2021,63.6286,97.48
Wingstop inc,WING,"",3793122.0,597911000.0,0.0166182,0.0142,882,4341.0,0.114575,addition,12.7519265,Q1 2016,CONSUMER DISCRETIONARY,13F,06/30/2021,46.8869,172.47
Mattel inc.,MAT,"",29702733.0,597024000.0,0.0165936,0.0177,883,-454608.0,-1.507454,reduction,8.5115360,Q4 2008,CONSUMER DISCRETIONARY,13F,06/30/2021,19.68,21.81
Bright horizons family solutions  inc.,BFAM,"",4047452.0,595420000.0,0.016549,0.0202,884,32519.0,0.809951,addition,6.6833071,Q2 2013,CONSUMER DISCRETIONARY,13F,06/30/2021,109.7724,166.0
Fuller (h.b.) co.,FUL,"",9354944.0,595069000.0,0.0165392,0.0186,885,-697763.0,-6.941046,reduction,17.8006138,Q4 2009,MATERIALS,13F,06/30/2021,53.06,70.51
Caseys general stores  inc.,CASY,"",3056930.0,595000000.0,0.0165373,0.0202,886,-117064.0,-3.688224,reduction,8.2392047,Q4 2009,CONSUMER STAPLES,13F,06/30/2021,118.59,191.54
Epr properties,EPR,"",11253193.0,592817000.0,0.0164766,0.0158,887,-291661.0,-2.526329,reduction,15.0436319,Q4 2009,REAL ESTATE,13F,06/30/2021,63.1,50.21
Pacific premier bancorp.  inc.,PPBI,"",13986358.0,591482000.0,0.0164395,0.0178,888,62496.0,0.448841,addition,14.7769987,Q2 2013,FINANCE,13F,06/30/2021,31.7075,41.99
Aerojet rocketdyne holdings  inc. (general tire and rubber - gencorp),AJRD,"",12210647.0,589651000.0,0.0163886,0.0167,889,80390.0,0.662723,addition,15.2075446,Q4 2009,INDUSTRIALS,13F,06/30/2021,26.554,44.01
Louisiana pacific corp.,LPX,"",9774611.0,589309000.0,0.0163791,0.0227,890,-4180283.0,-29.955677,reduction,10.2646555,Q3 2008,MATERIALS,13F,06/30/2021,27.82,58.93
Dxc technology company,DXC,"",15104234.0,588159000.0,0.0163472,0.0155,891,-1798835.0,-10.642062,reduction,5.9960221,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,50.43,32.57
Woodward inc,WWD,"",4771281.0,586293000.0,0.0162953,0.0177,892,-220530.0,-4.417836,reduction,7.5016204,Q2 2009,INDUSTRIALS,13F,06/30/2021,73.13,112.95
Avista corp. (washington water power co.),AVA,"",13711189.0,585057000.0,0.0162609,0.0181,893,846837.0,6.582819,addition,19.6808152,Q2 2009,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,41.0938,39.81
Pinnacle financial partners inc,PNFP,"",6616618.0,584184000.0,0.0162367,0.018,894,-299996.0,-4.337325,reduction,8.6937269,Q4 2009,FINANCE,13F,06/30/2021,64.24,96.57
Spdr energy select sector fund,XLE,CALL,10835800.0,583724000.0,0.0162239,0.0017,895,9635800.0,802.983333,addition,No Data,Q4 2020,ENERGY,13F,06/30/2021,,57.47
Godaddy inc,GDDY,"",8373800.0,583653860.0,0.0162219,0.0208,896,-200802.0,-2.341823,reduction,4.9598880,,COMMUNICATIONS,13G,09/30/2021,,69.17
Sailpoint technologies holdings inc,SAIL,"",11424630.0,583457000.0,0.0162165,0.0176,897,-393232.0,-3.327438,reduction,12.2922103,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2021,36.75,47.98
Bankunited inc,BKU,"",13656647.0,583002000.0,0.0162038,0.0177,898,-15198.0,-0.111163,reduction,14.7129037,Q2 2011,FINANCE,13F,06/30/2021,27.49,40.56
Marriot vacations worldwide corp,VAC,"",3654862.0,582220000.0,0.0161821,0.0247,899,-1166573.0,-24.195556,reduction,8.5580173,Q4 2011,CONSUMER DISCRETIONARY,13F,06/30/2021,109.05,157.22
Avient corp. (polyone corp.),AVNT,"",11823787.0,581258000.0,0.0161554,0.0166,900,-153442.0,-1.281114,reduction,12.9514166,Q4 2009,MATERIALS,13F,06/30/2021,34.05,53.88
Zoominfo technologies inc.,ZI,"",8910927.0,580903331.13,0.0161455,0.0106,901,1619042.0,22.20334,addition,4.9013417,,COMMUNICATIONS,13G,08/31/2021,,67.22
Kbr inc,KBR,"",15223268.0,580767000.0,0.0161417,0.0195,902,-2071280.0,-11.976491,reduction,10.8132294,Q1 2009,INDUSTRIALS,13F,06/30/2021,17.22,42.44
M.d.c. holdings inc.,MDC,"",11475653.0,580668000.0,0.016139,0.0199,903,59824.0,0.524044,addition,16.3307998,Q4 2008,CONSUMER DISCRETIONARY,13F,06/30/2021,33.3802,48.98
Bridgebio pharma inc,BBIO,"",9500321.0,579140000.0,0.0160965,0.0164,904,427684.0,4.713999,addition,6.3434679,Q2 2019,HEALTH CARE,13F,06/30/2021,41.211,49.38
Lgi homes inc,LGIH,"",3574284.0,578820000.0,0.0160876,0.0166,905,-197334.0,-5.232078,reduction,14.5192934,Q2 2015,CONSUMER DISCRETIONARY,13F,06/30/2021,50.62,149.3
Helmerich & payne  inc.,HP,"",17728705.0,578488000.0,0.0160784,0.0117,906,2935130.0,19.840573,addition,16.4308667,Q3 2007,ENERGY,13F,06/30/2021,44.0285,31.04
Stamps.com inc,STMP,"",2888232.0,578484000.0,0.0160783,0.0169,907,2020.0,0.069988,addition,15.6743599,Q3 2011,INFORMATION TECHNOLOGY,13F,06/30/2021,153.8925,
Insight enterprises  inc.,NSIT,"",5781857.0,578243000.0,0.0160716,0.0171,908,-333133.0,-5.447809,reduction,16.5879185,Q4 2009,INFORMATION TECHNOLOGY,13F,06/30/2021,49.09,94.7
Rollins  inc.,ROL,"",16900951.0,578014000.0,0.0160652,0.0179,909,-760163.0,-4.304162,reduction,3.4345991,Q2 2008,INDUSTRIALS,13F,06/30/2021,28.16,35.23
Synovus financial corp. (columbus  ga),SNV,"",13155819.0,577279000.0,0.0160448,0.0183,910,-483045.0,-3.541681,reduction,8.9834218,Q4 2008,FINANCE,13F,06/30/2021,40.03,46.59
Harley davidson inc,HOG,"",12559119.0,575458000.0,0.0159942,0.0154,911,-474696.0,-3.642034,reduction,8.1634359,Q4 2007,CONSUMER DISCRETIONARY,13F,06/30/2021,52.59,36.49
Southwestern energy co.,SWN,"",101393803.0,574903000.0,0.0159787,0.0145,912,-4548776.0,-4.293624,reduction,9.9897318,Q3 2007,ENERGY,13F,06/30/2021,5.27,4.88
Manpowergroup inc.,MAN,"",4833412.0,574741000.0,0.0159742,0.0146,913,-191358.0,-3.808294,reduction,8.9123292,Q1 2009,INDUSTRIALS,13F,06/30/2021,99.37,96.65
Mimecast ltd,MIME,"",8231925.0,574670684.25,0.0159723,0.0084,914,2534923.0,44.495737,addition,12.5221676,,INFORMATION TECHNOLOGY,13G,08/31/2021,,75.44
Bed bath & beyond inc.,BBBY,"",17251927.0,574317000.0,0.0159624,0.0172,915,-2829149.0,-14.088633,reduction,16.5068821,Q4 2008,CONSUMER DISCRETIONARY,13F,06/30/2021,24.73,14.04
Ishares europe etf-ishares europe etf,IEV,"",10762650.0,573648000.0,0.0159438,0.0149,916,670778.0,6.646715,addition,No Data,Q1 2015,FINANCE,13F,06/30/2021,46.2581,54.77
Sensata technologies holding n.v.,ST,"",9893165.0,573507000.0,0.0159399,0.016,917,499812.0,5.320911,addition,6.2467031,Q4 2010,INFORMATION TECHNOLOGY,13F,06/30/2021,45.9116,55.1
Zions bancorp,ZION,"",10845435.0,573291000.0,0.0159339,0.0175,918,17086.0,0.15779,addition,6.6918023,Q3 2007,FINANCE,13F,06/30/2021,41.9372,62.99
Envestnet inc,ENV,"",7556339.0,573225000.0,0.0159321,0.014,919,957034.0,14.502042,addition,13.8609492,Q2 2011,COMMUNICATIONS,13F,06/30/2021,58.4891,83.5
Fate therapeutics inc,FATE,"",6595960.0,572464000.0,0.0159109,0.0174,920,-567527.0,-7.922496,reduction,6.9296542,Q1 2017,HEALTH CARE,13F,06/30/2021,20.04,53.8
Zto express cayman inc adr,ZTO,"",18858796.0,572366000.0,0.0159082,0.0173,921,-1306893.0,-6.480775,reduction,3.0367086,Q1 2017,INDUSTRIALS,13F,06/30/2021,22.38,29.33
Prosperity bancshares inc,PB,"",7963960.0,571814000.0,0.0158929,0.0181,922,-280199.0,-3.398758,reduction,8.5698401,Q4 2007,FINANCE,13F,06/30/2021,70.4,75.31
Physicians realty trust,DOC,"",30955478.0,571747000.0,0.015891,0.016,923,173461.0,0.563514,addition,14.2385660,Q3 2013,REAL ESTATE,13F,06/30/2021,18.5197,19.01
Exelixis inc,EXEL,"",31294943.0,570193000.0,0.0158478,0.0213,924,-815189.0,-2.538728,reduction,9.9333640,Q4 2009,HEALTH CARE,13F,06/30/2021,21.49,21.51
Mastec inc. (burnup & sims  inc.),MTZ,"",5372797.0,570052000.0,0.0158439,0.0207,925,-2141233.0,-28.496466,reduction,7.2297721,Q4 2009,INFORMATION TECHNOLOGY,13F,06/30/2021,45.54,89.13
Coherent inc.,COHR,"",2155445.0,569770000.0,0.0158361,0.0167,926,-87559.0,-3.903649,reduction,8.7869751,Q4 2009,INFORMATION TECHNOLOGY,13F,06/30/2021,201.34,254.4
Berkshire hathaway inc class a,BRK.A,"",1361.0,569717000.0,0.0158346,0.0164,927,-88.0,-6.073154,reduction,0.2182958,Q3 2014,FINANCE,13F,06/30/2021,276396.3,432902.0
Globus medical inc,GMED,"",7345499.0,569496000.0,0.0158284,0.0137,928,-216384.0,-2.861509,reduction,7.2806522,Q3 2012,HEALTH CARE,13F,06/30/2021,35.78,77.17
Black hills corp.,BKH,"",8663556.0,568589000.0,0.0158032,0.0177,929,-378820.0,-4.189386,reduction,13.6476357,Q2 2009,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,67.15,66.38
Leggett & platt inc.,LEG,"",10954333.0,567546000.0,0.0157743,0.0147,930,10365.0,0.09471,addition,8.2178712,Q3 2007,CONSUMER DISCRETIONARY,13F,06/30/2021,48.2234,46.85
Concentrix corp.,CNXC,"",3528911.0,567447000.0,0.0157715,0.0159,931,-82340.0,-2.280096,reduction,6.7582037,Q4 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,101.33,177.68
Essential properties realty trust inc,EPRT,"",20958823.0,566727000.0,0.0157515,0.0117,932,3498099.0,20.034101,addition,17.7232148,Q2 2018,REAL ESTATE,13F,06/30/2021,21.9081,29.79
Pacific biosciences of california  inc.,PACB,"",16189432.0,566145000.0,0.0157353,0.0161,933,-303683.0,-1.841271,reduction,8.1273153,Q2 2011,HEALTH CARE,13F,06/30/2021,8.57,26.48
Sabra healthcare reit inc,SBRA,"",31079213.0,565641000.0,0.0157213,0.0155,934,637071.0,2.092727,addition,14.0741941,Q4 2010,REAL ESTATE,13F,06/30/2021,22.5196,14.15
Enterprise products partners lp,EPD,"",23395467.0,564533000.0,0.0156905,0.0121,935,4689634.0,25.070437,addition,1.0705438,Q1 2012,ENERGY,13F,06/30/2021,25.2654,22.68
New jersey resources corp.,NJR,"",14259250.0,564238000.0,0.0156823,0.0171,936,-300032.0,-2.060761,reduction,14.7865531,Q2 2009,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,40.03,37.81
Mdu resources group,MDU,"",17986906.0,563709000.0,0.0156676,0.0169,937,-153772.0,-0.847664,reduction,8.8854534,Q1 2009,INDUSTRIALS,13F,06/30/2021,27.23,30.73
Unity software inc.,U,"",5122563.0,562611000.0,0.0156371,0.0046,938,3576246.0,231.275088,addition,1.8131773,Q3 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,103.3912,151.31
Slm corp,SLM,"",26744384.0,560028000.0,0.0155653,0.016,939,-3593641.0,-11.845336,reduction,8.7455044,Q4 2008,FINANCE,13F,06/30/2021,11.92,18.35
Onto innovation inc.,ONTO,"",7649292.0,558704000.0,0.0155285,0.0151,940,-172680.0,-2.207627,reduction,15.5259592,Q2 2011,INFORMATION TECHNOLOGY,13F,06/30/2021,35.61,79.21
Neogen corp.,NEOG,"",12134282.0,558664000.0,0.0155274,0.0164,941,-394076.0,-3.145472,reduction,11.2896461,Q4 2009,HEALTH CARE,13F,06/30/2021,23.39,42.31
Sps commerce inc,SPSC,"",5583430.0,557506000.0,0.0154952,0.0167,942,-142774.0,-2.493345,reduction,15.5824002,Q2 2011,INFORMATION TECHNOLOGY,13F,06/30/2021,37.25,152.73
Acuity brands inc (holding company),AYI,"",2978883.0,557141000.0,0.0154851,0.0161,943,-348730.0,-10.479885,reduction,8.3423103,Q4 2009,INDUSTRIALS,13F,06/30/2021,171.45,205.43
Varonis systems inc,VRNS,"",9646884.0,555854000.0,0.0154493,0.0142,944,231218.0,2.455673,addition,9.0228042,Q1 2016,INFORMATION TECHNOLOGY,13F,06/30/2021,48.3965,64.74
Selective insurance group inc.,SIGI,"",6842422.0,555263000.0,0.0154329,0.0151,945,-229845.0,-3.249948,reduction,11.3836362,Q4 2009,FINANCE,13F,06/30/2021,50.86,78.37
Unifirst corp,UNF,"",2362718.0,554389000.0,0.0154086,0.0158,946,-47534.0,-1.972159,reduction,15.5004402,Q4 2009,INDUSTRIALS,13F,06/30/2021,153.84,197.96
Acceleron pharma inc,XLRN,"",4403225.0,552563000.0,0.0153578,0.0184,947,-225753.0,-4.876951,reduction,7.2301927,Q1 2014,HEALTH CARE,13F,06/30/2021,39.04,174.18
Tal education group american depositary adr,TAL,"",21882936.0,552107000.0,0.0153451,0.0311,948,2230117.0,11.347568,addition,4.9286018,Q1 2013,CONSUMER DISCRETIONARY,13F,06/30/2021,35.7736,4.09
Denali therapeutics inc,DNLI,"",7036041.0,551906000.0,0.0153396,0.011,949,471589.0,7.183981,addition,5.7843119,Q1 2018,HEALTH CARE,13F,06/30/2021,28.6658,48.35
Park hotels & resorts inc,PK,"",26747926.0,551275000.0,0.015322,0.0175,950,-841822.0,-3.051213,reduction,11.3102451,Q1 2017,REAL ESTATE,13F,06/30/2021,26.07,18.53
Cullen/frost bankers  inc. (frost national bank) (san antonio  tx),CFR,"",4918329.0,550853000.0,0.0153103,0.0162,951,-160330.0,-3.156936,reduction,7.7398790,Q3 2007,FINANCE,13F,06/30/2021,88.0,129.5
Lci industries,LCII,"",4189449.0,550579000.0,0.0153027,0.0161,952,40138.0,0.967341,addition,16.5775359,Q2 2009,CONSUMER DISCRETIONARY,13F,06/30/2021,101.8461,139.64
Dicks sporting goods  inc,DKS,"",5450813.0,546117000.0,0.0151787,0.0144,953,-988851.0,-15.35563,reduction,8.3997894,Q1 2009,CONSUMER DISCRETIONARY,13F,06/30/2021,52.65,124.21
Ipg photonics corp,IPGP,"",2585946.0,545038000.0,0.0151487,0.0166,954,-90005.0,-3.363477,reduction,4.8338192,Q4 2009,INFORMATION TECHNOLOGY,13F,06/30/2021,158.22,159.01
Renewable energy group inc,REGI,"",8735084.0,544547000.0,0.015135,0.0153,955,852859.0,10.820029,addition,17.3884188,Q2 2013,HEALTH CARE,13F,06/30/2021,25.325,64.0
Affiliated managers group inc,AMG,"",3523692.0,543385000.0,0.0151027,0.0168,956,-317072.0,-8.255441,reduction,8.5514433,Q2 2009,FINANCE,13F,06/30/2021,145.3,167.88
New york times co. class a,NYT,"",12448422.0,542126000.0,0.0150677,0.0195,957,-644578.0,-4.923073,reduction,7.4500451,Q4 2008,COMMUNICATIONS,13F,06/30/2021,18.9,54.59
Aci worldwide inc. (transaction systems architects),ACIW,"",14569887.0,541127000.0,0.01504,0.0158,958,444594.0,3.147503,addition,12.3327298,Q2 2009,INFORMATION TECHNOLOGY,13F,06/30/2021,24.2652,30.68
Steven madden ltd,SHOO,"",12308048.0,538599000.0,0.0149697,0.0136,959,-138417.0,-1.112099,reduction,15.0196611,Q4 2009,CONSUMER DISCRETIONARY,13F,06/30/2021,28.59,45.1
Fabrinet,FN,"",5600897.0,536958000.0,0.0149241,0.0152,960,-134539.0,-2.34575,reduction,15.2198458,Q3 2010,CONSUMER DISCRETIONARY,13F,06/30/2021,45.62,96.0
Caci international inc. class a,CACI,"",2104236.0,536833000.0,0.0149206,0.0167,961,-206135.0,-8.92216,reduction,8.9215327,Q4 2009,INFORMATION TECHNOLOGY,13F,06/30/2021,137.2,287.64
Avis budget group inc. (cuc international - cendant),CAR,"",6888913.0,536576000.0,0.0149135,0.015,962,-142669.0,-2.028974,reduction,10.3526465,Q4 2009,TRANSPORTS,13F,06/30/2021,32.57,173.31
Simpson manufacturing co.  inc.,SSD,"",4858430.0,536566000.0,0.0149132,0.0156,963,-266038.0,-5.191524,reduction,11.1843199,Q2 2009,INDUSTRIALS,13F,06/30/2021,50.74,106.09
Brinker international inc.,EAT,"",8643595.0,534606000.0,0.0148587,0.0186,964,-243100.0,-2.73555,reduction,18.7956516,Q2 2009,CONSUMER DISCRETIONARY,13F,06/30/2021,38.58,41.96
Apollo medical holdings inc,AMEH,"",5867362.0,534223310.1,0.0148481,0.0059,965,2466680.0,72.534862,addition,10.6023707,,HEALTH CARE,13G,09/30/2021,,68.63
Heico corp.  class a,HEI.A,"",4294953.0,533345000.0,0.0148237,0.0159,966,-474804.0,-9.954469,reduction,5.2922295,Q2 2015,INDUSTRIALS,13F,06/30/2021,40.77,125.68
W d-40 co,WDFC,"",2070095.0,530544000.0,0.0147458,0.0193,967,-72064.0,-3.364083,reduction,15.1016209,Q4 2009,CONSUMER STAPLES,13F,06/30/2021,130.23,227.0
Diodes inc.,DIOD,"",6648498.0,530350000.0,0.0147404,0.016,968,-175214.0,-2.567723,reduction,14.7864380,Q4 2009,INFORMATION TECHNOLOGY,13F,06/30/2021,31.12,96.09
Hillenbrand inc.,HI,"",12026714.0,530136000.0,0.0147345,0.0172,969,-272676.0,-2.216988,reduction,16.4662953,Q4 2009,CONSUMER DISCRETIONARY,13F,06/30/2021,37.15,45.46
Stericycle inc.,SRCL,"",7396914.0,529250000.0,0.0147099,0.0153,970,-298852.0,-3.88333,reduction,8.0610935,Q1 2009,INDUSTRIALS,13F,06/30/2021,67.94,66.92
Dropbox inc,DBX,"",17415391.0,527860000.0,0.0146712,0.0129,971,999307.0,6.087365,addition,5.5230779,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2021,26.0211,30.49
Liberty sirius xm group  series c,LSXMK,"",11371378.0,527517000.0,0.0146617,0.0157,972,-767053.0,-6.31921,reduction,5.0495294,Q2 2016,COMMUNICATIONS,13F,06/30/2021,38.36,49.32
Nielsen n.v.,NLSN,"",21380052.0,527445000.0,0.0146597,0.0162,973,-484739.0,-2.216984,reduction,5.9587634,Q1 2011,COMMUNICATIONS,13F,06/30/2021,38.26,20.25
Sirius xm holdings inc,SIRI,"",80556355.0,526839000.0,0.0146428,0.0156,974,-6564159.0,-7.534573,reduction,1.9888318,Q3 2009,COMMUNICATIONS,13F,06/30/2021,5.67,6.09
Lumentum holdings inc,LITE,"",6422238.0,526815000.0,0.0146422,0.0179,975,-253985.0,-3.804322,reduction,8.8338900,Q3 2015,INFORMATION TECHNOLOGY,13F,06/30/2021,54.06,82.58
Exlservice holdings inc,EXLS,"",4950864.0,526078000.0,0.0146217,0.0137,976,-225558.0,-4.357411,reduction,14.9236526,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2021,52.53,122.63
Asbury automotive group  inc.,ABG,"",3066262.0,525468000.0,0.0146047,0.0184,977,-117399.0,-3.687547,reduction,15.8533825,Q4 2009,CONSUMER DISCRETIONARY,13F,06/30/2021,70.98,195.71
Pvh corp. (phillips jones - phillips van heusen corp.),PVH,"",4876190.0,524631000.0,0.0145815,0.0142,978,309101.0,6.768009,addition,6.8628908,Q1 2009,CONSUMER DISCRETIONARY,13F,06/30/2021,102.167,109.33
Apache corp,APA,"",24226210.0,524013000.0,0.0145643,0.0126,979,187265.0,0.779007,addition,6.4086851,Q3 2007,ENERGY,13F,06/30/2021,48.2725,26.21
Highwoods properties  inc.,HIW,"",11586303.0,523352000.0,0.0145459,0.015,980,-285817.0,-2.407464,reduction,11.1347086,Q2 2009,REAL ESTATE,13F,06/30/2021,48.82,44.84
Iridium communications inc,IRDM,"",13068275.0,522600000.0,0.014525,0.0167,981,-718645.0,-5.212513,reduction,9.9051172,Q4 2010,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,15.22,40.55
Post holdings inc,POST,"",4814071.0,522180000.0,0.0145134,0.0157,982,-247918.0,-4.89764,reduction,7.5565495,Q1 2012,CONSUMER STAPLES,13F,06/30/2021,87.85,101.48
Qts realty trust inc,QTS,"",6747538.0,521584000.0,0.0144968,0.0127,983,-223192.0,-3.201845,reduction,N/A,Q4 2013,REAL ESTATE,13F,06/30/2021,51.15,
Starwood property trust inc,STWD,"",19913576.0,521139000.0,0.0144844,0.0157,984,-1706137.0,-7.89158,reduction,6.9077662,Q2 2010,REAL ESTATE,13F,06/30/2021,22.53,25.47
Rent-a-center inc.,RCII,"",9813515.0,520803000.0,0.0144751,0.0137,985,1723768.0,21.308058,addition,14.7656747,Q2 2008,CONSUMER DISCRETIONARY,13F,06/30/2021,21.6953,53.26
Ameris bancorp,ABCB,"",10246854.0,518798000.0,0.0144194,0.0159,986,-34568.0,-0.336218,reduction,14.6873778,Q2 2011,FINANCE,13F,06/30/2021,42.96,52.39
Werner enterprises  inc.,WERN,"",11714834.0,518615701.18,0.0144143,0.0121,987,1963715.0,20.138355,addition,17.2449742,,TRANSPORTS,13G,09/30/2021,,45.32
Littelfuse inc.,LFUS,"",2030557.0,517365000.0,0.0143795,0.0162,988,-56128.0,-2.689817,reduction,8.2485506,Q4 2009,INFORMATION TECHNOLOGY,13F,06/30/2021,170.57,294.55
Integer holdings corp,ITGR,"",5470631.0,515334000.0,0.0143231,0.0149,989,-46213.0,-0.837671,reduction,16.5776406,Q4 2009,HEALTH CARE,13F,06/30/2021,53.19,90.02
Proofpoint inc,PFPT,"",2961073.0,514517000.0,0.0143004,0.0126,990,-439232.0,-12.917429,reduction,N/A,Q2 2013,INFORMATION TECHNOLOGY,13F,06/30/2021,89.1,
Abm industries inc,ABM,"",11599103.0,514421000.0,0.0142977,0.0169,991,343699.0,3.053635,addition,17.2500105,Q4 2009,INDUSTRIALS,13F,06/30/2021,40.9052,44.01
Thor industries  inc.,THO,"",4544142.0,513489000.0,0.0142718,0.0184,992,-115048.0,-2.46927,reduction,8.2074237,Q2 2009,CONSUMER DISCRETIONARY,13F,06/30/2021,95.81,101.96
Twist bioscience corp,TWST,"",3852524.0,513348000.0,0.0142679,0.0148,993,-202397.0,-4.991392,reduction,7.8157129,Q4 2018,HEALTH CARE,13F,06/30/2021,56.04,118.8
Investors bancorp inc,ISBC,"",35891732.0,511817000.0,0.0142253,0.0158,994,-693519.0,-1.895625,reduction,14.4949310,Q4 2009,FINANCE,13F,06/30/2021,14.16,15.3
Foot locker inc. (f. w. woolworth),FL,"",8287192.0,510739000.0,0.0141954,0.0148,995,-667129.0,-7.450358,reduction,7.9832167,Q4 2008,CONSUMER DISCRETIONARY,13F,06/30/2021,61.93,47.67
Hanesbrands  inc.,HBI,"",27259024.0,508925000.0,0.014145,0.0155,996,438465.0,1.634809,addition,7.8072149,Q3 2007,CONSUMER DISCRETIONARY,13F,06/30/2021,20.0278,17.04
Azek company inc.,AZEK,"",11969589.0,508228000.0,0.0141256,0.0111,997,3011989.0,33.624955,addition,7.7301855,Q2 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,38.3665,36.69
Lpl financial holdings inc,LPLA,"",3763872.0,508047000.0,0.0141205,0.0151,998,158493.0,4.396015,addition,4.6904443,Q4 2010,FINANCE,13F,06/30/2021,54.5651,164.02
Eagle materials inc.,EXP,"",3571559.0,507556000.0,0.0141069,0.0146,999,-123649.0,-3.346199,reduction,8.5276568,Q4 2009,MATERIALS,13F,06/30/2021,98.59,148.36
Ingredion inc.,INGR,"",5606081.0,507351000.0,0.0141012,0.0155,1000,-251053.0,-4.286277,reduction,8.3666522,Q2 2009,MATERIALS,13F,06/30/2021,117.66,95.23
Msa safety inc,MSA,"",3057185.0,506211000.0,0.0140695,0.014,1001,-107225.0,-3.388467,reduction,7.8010046,Q1 2014,INDUSTRIALS,13F,06/30/2021,76.36,153.03
