Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Tronox ltd,TROX,"",7768003.0,191483000.0,0.00535827,0.005,1751,-243077.0,-3.03426,reduction,5.0558600,Q2 2013,MATERIALS,13F,09/30/2021,18.57,23.98
Vimeo inc,VMEO,"",6510282.0,191207000.0,0.00535055,0.0084,1752,354611.0,5.76072,addition,4.1940183,Q2 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,14.727,22.43
Greif inc class a (greif brothers cooperage),GEF,"",2950660.0,190613000.0,0.00533393,0.0051,1753,-72142.0,-2.386594,reduction,11.1132102,Q2 2009,MATERIALS,13F,09/30/2021,53.85,69.69
Seaworld entertainment  inc.,SEAS,"",3444855.0,190568000.0,0.00533267,0.0063,1754,-1076560.0,-23.810245,reduction,4.3507234,Q2 2013,CONSUMER DISCRETIONARY,13F,09/30/2021,21.75,63.35
Radnet inc,RDNT,"",6484542.0,190062000.0,0.00531851,0.0061,1755,-6439.0,-0.099199,reduction,12.2030663,Q2 2014,HEALTH CARE,13F,09/30/2021,15.1,29.92
Adaptive biotechnologies corp,ADPT,"",5590226.0,190012000.0,0.00531711,0.0061,1756,270369.0,5.082261,addition,3.9712942,Q2 2019,HEALTH CARE,13F,09/30/2021,34.3136,32.15
Certara  inc.,CERT,"",5732970.0,189763000.0,0.00531014,0.0038,1757,904592.0,18.734904,addition,3.6431054,Q4 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,29.7733,36.01
Hostess brands inc class a,TWNK,"",10912100.0,189541000.0,0.00530393,0.0057,1758,-1846229.0,-14.470774,reduction,8.3879214,Q4 2016,FINANCE,13F,09/30/2021,14.97,18.52
Focus financial partners inc,FOCS,"",3618588.0,189506000.0,0.00530295,0.0046,1759,213547.0,6.271496,addition,6.0511259,Q3 2018,FINANCE,13F,09/30/2021,41.7557,67.43
Ishares core u.s. reit etf-ishares core u.s. reit etf,USRT,"",3229952.0,189437000.0,0.00530102,0.0052,1760,48114.0,1.512145,addition,No Data,Q1 2016,REAL ESTATE,13F,09/30/2021,46.9371,64.85
Rpt realty,RPT,"",14724109.0,187878000.0,0.00525739,0.0055,1761,-546524.0,-3.578922,reduction,18.1390808,Q2 2009,REAL ESTATE,13F,09/30/2021,13.37,13.85
Cohn & steers inc,CNS,"",2241799.0,187795000.0,0.00525507,0.0051,1762,23871.0,1.076275,addition,4.6462535,Q4 2009,FINANCE,13F,09/30/2021,49.6868,98.66
Proassurance corp.,PRA,"",7882052.0,187437000.0,0.00524505,0.005,1763,-24707.0,-0.312479,reduction,14.6013040,Q3 2007,FINANCE,13F,09/30/2021,52.09,24.07
Lazard ltd. class a,LAZ,"",4092045.0,187415000.0,0.00524444,0.0053,1764,-92946.0,-2.220937,reduction,3.6287903,Q1 2016,FINANCE,13F,09/30/2021,45.08,46.2
Bancfirst corp,BANF,"",3112616.0,187129000.0,0.00523643,0.0055,1765,-65218.0,-2.052278,reduction,9.4941657,Q2 2011,FINANCE,13F,09/30/2021,43.3,66.99
Amicus therapeutics inc,FOLD,"",19586198.0,187047000.0,0.00523414,0.0054,1766,-716072.0,-3.527054,reduction,7.3478936,Q2 2015,HEALTH CARE,13F,09/30/2021,10.3,11.59
Allogene therapeutics inc,ALLO,"",7271192.0,186868000.0,0.00522913,0.0051,1767,249253.0,3.549632,addition,5.1139522,Q4 2018,HEALTH CARE,13F,09/30/2021,29.3311,19.02
Cargurus inc,CARG,"",5947098.0,186799000.0,0.0052272,0.0045,1768,-174637.0,-2.852737,reduction,5.9156794,Q4 2017,CONSUMER DISCRETIONARY,13F,09/30/2021,32.52,38.45
Varex imaging corp,VREX,"",6623550.0,186784000.0,0.00522678,0.0051,1769,-155074.0,-2.287691,reduction,16.8110406,Q1 2017,HEALTH CARE,13F,09/30/2021,31.06,30.05
Buckle inc,BKE,"",4716086.0,186710000.0,0.00522471,0.0063,1770,169664.0,3.731814,addition,9.4732136,Q2 2009,CONSUMER DISCRETIONARY,13F,09/30/2021,20.1553,51.58
Ishares preferred and income securities,PFF,"",4803606.0,186428000.0,0.00521682,0.0053,1771,-13192.0,-0.273875,reduction,No Data,Q4 2010,FINANCE,13F,09/30/2021,37.49,38.79
Coherus biosciences inc,CHRS,"",11589843.0,186249000.0,0.00521181,0.0046,1772,-430614.0,-3.582343,reduction,15.1540533,Q2 2015,HEALTH CARE,13F,09/30/2021,17.75,18.46
Diversey holdings ltd,DSEY,"",11609963.0,186224000.0,0.00521111,0.0062,1773,-897268.0,-7.173994,reduction,3.8536775,Q1 2021,INFORMATION TECHNOLOGY,13F,09/30/2021,15.35,13.78
Silvergate capital corp.,SI,"",1611755.0,186158000.0,0.00520926,0.0046,1774,161574.0,11.141644,addition,6.0773652,Q4 2019,FINANCE,13F,09/30/2021,56.2153,198.99
Universal corp. (universal leaf tobacco),UVV,"",3848643.0,186006000.0,0.00520501,0.0063,1775,-101586.0,-2.571648,reduction,15.6589706,Q2 2009,CONSUMER STAPLES,13F,09/30/2021,66.32,49.53
Warner music group corp. class a,WMG,"",4344271.0,185673000.0,0.00519569,0.0043,1776,17547.0,0.405549,addition,3.6179698,Q2 2020,COMMUNICATIONS,13F,09/30/2021,31.2068,44.76
1life healthcare inc.,ONEM,"",9159214.0,185474000.0,0.00519012,0.0079,1777,587477.0,6.853652,addition,6.6466267,Q1 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,28.5417,21.86
Standex international corp.,SXI,"",1864846.0,184452000.0,0.00516152,0.0052,1778,-94012.0,-4.799327,reduction,15.3664239,Q4 2010,INDUSTRIALS,13F,09/30/2021,97.23,115.73
Magnolia oil & gas corp class a,MGY,"",10324686.0,183676000.0,0.00513981,0.0047,1779,-498621.0,-4.606919,reduction,5.8886778,Q3 2018,FINANCE,13F,09/30/2021,9.97,19.65
Goosehead insurance inc,GSHD,"",1205962.0,183656000.0,0.00513925,0.0043,1780,-7672.0,-0.632151,reduction,6.2189083,Q2 2018,FINANCE,13F,09/30/2021,59.48,133.26
Zentalis pharmaceuticals  inc.,ZNTL,"",2755788.0,183645000.0,0.00513894,0.0034,1781,435672.0,18.778027,addition,6.1167822,Q2 2020,HEALTH CARE,13F,09/30/2021,52.6559,79.28
Southside bancshares  inc.,SBSI,"",4790190.0,183417000.0,0.00513256,0.0051,1782,18289.0,0.383264,addition,14.6695998,Q4 2010,FINANCE,13F,09/30/2021,32.811,43.98
Advansix inc,ASIX,"",4613965.0,183404000.0,0.0051322,0.0039,1783,-119493.0,-2.524434,reduction,16.4089504,Q4 2016,MATERIALS,13F,09/30/2021,28.01,49.44
National bank holdings corp,NBHC,"",4529230.0,183345000.0,0.00513055,0.0048,1784,-13698.0,-0.301524,reduction,14.7048219,Q2 2013,FINANCE,13F,09/30/2021,33.52,45.2
Enerpac tool group corp,EPAC,"",8833042.0,183108000.0,0.00512391,0.0067,1785,-238059.0,-2.624367,reduction,14.6722023,Q3 2007,INDUSTRIALS,13F,09/30/2021,25.94,23.0
Fastly inc,FSLY,"",4521957.0,182867000.0,0.00511717,0.0071,1786,249398.0,5.837204,addition,3.8781792,Q2 2019,INFORMATION TECHNOLOGY,13F,09/30/2021,76.5899,47.44
Wesbanco inc,WSBC,"",5364735.0,182830000.0,0.00511614,0.0057,1787,-354033.0,-6.190721,reduction,8.2024978,Q3 2010,FINANCE,13F,09/30/2021,38.12,35.19
Newmark group inc,NMRK,"",12718409.0,182001000.0,0.00509294,0.0044,1788,-547019.0,-4.123644,reduction,7.2962440,Q1 2018,REAL ESTATE,13F,09/30/2021,9.76,16.76
Brookfield infrastructure partners l.p. subordinate shares,BIPC,"",3035169.0,181747000.0,0.00508583,0.0042,1789,1025135.0,51.000879,addition,6.7524669,Q2 2020,TRANSPORTS,13F,09/30/2021,54.2708,60.66
Summit hotel properties inc,INN,"",18865425.0,181674000.0,0.00508379,0.0051,1790,-839525.0,-4.260478,reduction,17.7230404,Q4 2011,REAL ESTATE,13F,09/30/2021,15.48,9.77
National beverage corp,FIZZ,"",3460771.0,181656000.0,0.00508328,0.0046,1791,-73451.0,-2.078279,reduction,3.7084850,Q3 2011,CONSUMER STAPLES,13F,09/30/2021,48.01,61.87
Matthews international corp  class a,MATW,"",5233856.0,181561000.0,0.00508062,0.0054,1792,-126306.0,-2.356384,reduction,16.5561967,Q2 2009,INDUSTRIALS,13F,09/30/2021,58.07,38.56
Iheartmedia inc,IHRT,"",7252710.0,181463000.0,0.00507788,0.007,1793,-2086997.0,-22.345423,reduction,6.0912378,Q3 2019,COMMUNICATIONS,13F,09/30/2021,15.59,23.04
Griffon corp.,GFF,"",7372534.0,181364000.0,0.00507511,0.0052,1794,80048.0,1.097678,addition,13.0079878,Q1 2009,INDUSTRIALS,13F,09/30/2021,22.0777,25.86
Ishares msci saudi arabia capped etf,KSA,"",4320674.0,180605000.0,0.00505387,0.0049,1795,-139721.0,-3.13248,reduction,No Data,Q1 2019,FINANCE,13F,09/30/2021,31.0,43.43
Inari medical  inc.,NARI,"",2225664.0,180500000.0,0.00505093,0.0047,1796,424329.0,23.556362,addition,4.4577008,Q3 2020,HEALTH CARE,13F,09/30/2021,88.0118,90.27
Ishares u.s. energy etf-ishares u.s. energy etf,IYE,"",6380180.0,180304000.0,0.00504545,0.0055,1797,-381443.0,-5.641294,reduction,No Data,Q1 2021,ENERGY,13F,09/30/2021,26.8,31.41
Safehold inc.,SAFE,"",2507567.0,180270000.0,0.0050445,0.0057,1798,-88051.0,-3.392294,reduction,4.6982839,Q3 2017,REAL ESTATE,13F,09/30/2021,43.53,72.19
Apellis pharmaceuticals inc,APLS,"",5466191.0,180168000.0,0.00504164,0.01,1799,-204541.0,-3.606959,reduction,6.2827409,Q4 2017,HEALTH CARE,13F,09/30/2021,22.87,45.12
First bancorp (nc),FBNC,"",4174972.0,179565000.0,0.00502477,0.0048,1800,-28358.0,-0.674656,reduction,14.6541664,Q2 2011,FINANCE,13F,09/30/2021,32.75,48.79
Mfa financial  inc.,MFA,"",39215329.0,179215000.0,0.00501498,0.0052,1801,-1294023.0,-3.194381,reduction,8.8961560,Q3 2008,REAL ESTATE,13F,09/30/2021,6.01,4.41
Armstrong world industries inc.,AWI,"",1875605.0,179063000.0,0.00501072,0.0058,1802,-50741.0,-2.634054,reduction,3.9400910,Q3 2007,INDUSTRIALS,13F,09/30/2021,54.39,113.34
Biolife solutions inc,BLFS,"",4228452.0,178947000.0,0.00500748,0.0023,1803,2331680.0,122.92885,addition,10.3893693,Q1 2017,HEALTH CARE,13F,09/30/2021,37.0044,51.71
Kymera therapeutics  inc.,KYMR,"",3040431.0,178595000.0,0.00499763,0.0033,1804,591914.0,24.174388,addition,5.9569786,Q3 2020,HEALTH CARE,13F,09/30/2021,48.9876,62.59
Devon energy corp.,DVN,CALL,5023100.0,178369000.0,0.0049913,0.0041,1805,0.0,0.0,,N/A,Q2 2021,ENERGY,13F,09/30/2021,,42.29
Triumph group  inc.,TGI,"",9557460.0,178054000.0,0.00498249,0.0051,1806,676901.0,7.622279,addition,14.7947496,Q4 2009,INDUSTRIALS,13F,09/30/2021,22.9878,21.37
Ishares fallen angels usd bond etf,FALN,"",5898257.0,177596000.0,0.00496967,0.0049,1807,18623.0,0.316737,addition,No Data,Q1 2021,FINANCE,13F,09/30/2021,29.3225,30.05
Donnelley financial solutions inc,DFIN,"",5127841.0,177526000.0,0.00496771,0.0049,1808,-182236.0,-3.43189,reduction,15.2583286,Q4 2016,INFORMATION TECHNOLOGY,13F,09/30/2021,19.57,48.51
Herbalife nutrition ltd,HLF,"",4185054.0,177363000.0,0.00496315,0.0075,1809,-899686.0,-17.693845,reduction,3.6204347,Q4 2007,HEALTH CARE,13F,09/30/2021,28.86,41.04
Gold fields ltd adr,GFI,"",21832929.0,177284000.0,0.00496094,0.0061,1810,-2594726.0,-10.622084,reduction,2.4594460,Q4 2007,MATERIALS,13F,09/30/2021,7.22,10.98
Beacon roofing supply inc,BECN,"",3705286.0,176965000.0,0.00495201,0.0057,1811,-118621.0,-3.102089,reduction,5.2906414,Q2 2009,INDUSTRIALS,13F,09/30/2021,48.1,58.34
Bridge bancorp,BDGE,"",5392511.0,176120000.0,0.00492837,0.0055,1812,-454970.0,-7.780615,reduction,27.2904346,Q2 2011,FINANCE,13F,09/30/2021,30.61,36.69
City holding co.,CHCO,"",2257146.0,175854000.0,0.00492093,0.0048,1813,-55178.0,-2.386257,reduction,14.6723516,Q4 2009,FINANCE,13F,09/30/2021,66.05,80.67
Clearway energy inc,CWEN,"",5804054.0,175688000.0,0.00491628,0.0042,1814,172086.0,3.055522,addition,7.0988340,Q2 2015,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,19.4894,38.46
Sitime corp,SITM,"",859800.0,175546000.0,0.00491231,0.0031,1815,-7154.0,-0.825188,reduction,4.5108316,Q1 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,68.32,275.69
Brookline bancorp  inc.,BRKL,"",11494004.0,175398000.0,0.00490817,0.0048,1816,-19568.0,-0.169956,reduction,14.6996079,Q4 2009,FINANCE,13F,09/30/2021,15.73,16.49
Ishares msci germany etf-ishares msci germany etf,EWG,"",5324851.0,175294000.0,0.00490526,0.0025,1817,2734144.0,105.536597,addition,No Data,Q1 2017,FINANCE,13F,09/30/2021,31.0858,34.12
Aar corp,AIR,"",5387799.0,174726000.0,0.00488936,0.006,1818,-218635.0,-3.899716,reduction,15.1892391,Q4 2009,INDUSTRIALS,13F,09/30/2021,36.13,37.58
Stonex group inc. (intl fcstone),SNEX,"",2650036.0,174638000.0,0.0048869,0.0045,1819,-36936.0,-1.374633,reduction,13.3728039,Q4 2010,FINANCE,13F,09/30/2021,41.16,68.5
Ellington financial llc,EFC,"",9541087.0,174507000.0,0.00488323,0.0045,1820,1088421.0,12.876659,addition,19.0357052,Q1 2019,REAL ESTATE,13F,09/30/2021,17.4129,17.8
Hibbett sports  inc.,HIBB,"",2461746.0,174144000.0,0.00487307,0.0065,1821,-148034.0,-5.672279,reduction,16.6273365,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2021,31.32,93.72
Fresh del monte produce  inc.,FDP,"",5399885.0,173982000.0,0.00486854,0.0048,1822,177779.0,3.404354,addition,11.3622677,Q4 2008,CONSUMER STAPLES,13F,09/30/2021,42.2389,27.75
Amerisafe inc,AMSF,"",3097254.0,173943000.0,0.00486745,0.0052,1823,-20576.0,-0.659946,reduction,15.9948635,Q4 2009,FINANCE,13F,09/30/2021,63.85,54.6
Gcp applied technologies inc,GCP,"",7928099.0,173783000.0,0.00486297,0.0049,1824,343960.0,4.535254,addition,10.7888767,Q1 2016,MATERIALS,13F,09/30/2021,25.4308,23.63
Aercap holdings n.v.,AER,"",3004494.0,173691000.0,0.0048604,0.0042,1825,58179.0,1.974636,addition,2.3040856,Q1 2012,INDUSTRIALS,13F,09/30/2021,46.8073,63.23
Evolent health inc,EVH,"",5599387.0,173580000.0,0.00485729,0.0034,1826,-182850.0,-3.162271,reduction,6.4163286,Q1 2016,INFORMATION TECHNOLOGY,13F,09/30/2021,17.47,27.79
American woodmark corp,AMWD,"",2651248.0,173312000.0,0.00484979,0.0062,1827,-71056.0,-2.610142,reduction,16.0019758,Q2 2011,INDUSTRIALS,13F,09/30/2021,90.88,71.14
Safety insurance group inc,SAFT,"",2184988.0,173160000.0,0.00484554,0.0048,1828,-4324.0,-0.197505,reduction,14.5836933,Q4 2009,FINANCE,13F,09/30/2021,74.67,79.47
Spdr gold trust,GLD,"",1048927.0,172254000.0,0.00482019,0.0079,1829,-668911.0,-38.93912,reduction,No Data,Q1 2009,MATERIALS,13F,09/30/2021,146.07,174.5
Masonite international corp,DOOR,"",1622635.0,172211000.0,0.00481898,0.0052,1830,-49689.0,-2.971254,reduction,6.7353389,Q2 2014,CONSUMER DISCRETIONARY,13F,09/30/2021,79.59,114.56
Ew scripps company cl a,SSP,"",9527753.0,172070000.0,0.00481504,0.0054,1831,97199.0,1.030682,addition,13.5079156,Q4 2010,COMMUNICATIONS,13F,09/30/2021,21.1185,20.13
Grid dynamics hldgs inc cl a,GDYN,"",5885099.0,171962000.0,0.00481202,0.0013,1832,2743268.0,87.314308,addition,9.4750049,Q1 2020,FINANCE,13F,09/30/2021,,37.49
Pgt innovations inc,PGTI,"",9003133.0,171961000.0,0.00481199,0.0059,1833,-181920.0,-1.980609,reduction,15.1091910,Q2 2013,INDUSTRIALS,13F,09/30/2021,14.1,22.24
Hawaiian holdings  inc.,HA,"",7919570.0,171538000.0,0.00480015,0.0055,1834,-213136.0,-2.620727,reduction,15.4654067,Q4 2010,TRANSPORTS,13F,09/30/2021,39.63,21.4
Fomento economico mexicano s.a.b. de cv adr,FMX,"",1976806.0,171428000.0,0.00479707,0.0028,1835,781545.0,65.386974,addition,0.5524582,Q1 2017,CONSUMER STAPLES,13F,09/30/2021,83.0075,76.11
Momentive global inc,MNTV,"",8745136.0,171405000.0,0.00479643,0.0051,1836,55186.0,0.635055,addition,5.9283816,Q3 2018,INFORMATION TECHNOLOGY,13F,09/30/2021,17.9703,22.85
Iovance biotherapeutics inc,IOVA,"",6947806.0,171333000.0,0.00479441,0.0049,1837,179637.0,2.654145,addition,4.4815303,Q2 2015,HEALTH CARE,13F,09/30/2021,11.4019,19.42
Vanguard ftseeuropean etf,VGK,"",2611263.0,171325000.0,0.00479419,0.0049,1838,30.0,0.001149,addition,No Data,Q4 2015,FINANCE,13F,09/30/2021,52.9401,69.27
United microelectronics corp. adr,UMC,"",14947579.0,170849000.0,0.00478087,0.0033,1839,2418867.0,19.30659,addition,0.6015452,Q3 2018,INFORMATION TECHNOLOGY,13F,09/30/2021,9.6028,11.3
Bigcommerce holdings  inc.,BIGC,"",3369993.0,170656000.0,0.00477547,0.0048,1840,711750.0,26.775205,addition,4.7391220,Q3 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,63.7656,55.87
Nextera energy  inc. 6.219% equity units due 9/1/2023,NEE+Q,"",3338633.0,170638000.0,0.00477497,0.0047,1841,-60984.0,-1.793849,reduction,N/A,Q3 2020,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,49.17,55.4
S&t bancorp  inc. (indiana  pa),STBA,"",5788234.0,170579000.0,0.00477332,0.0051,1842,-20291.0,-0.349331,reduction,14.7116770,Q4 2009,FINANCE,13F,09/30/2021,35.46,31.82
The chefs warehouse inc,CHEF,"",5230153.0,170345000.0,0.00476677,0.0047,1843,-100723.0,-1.889427,reduction,13.7785853,Q3 2011,CONSUMER STAPLES,13F,09/30/2021,25.22,33.06
Veeco instruments  inc. (de),VECO,"",7649569.0,169898000.0,0.00475426,0.0053,1844,-207428.0,-2.640042,reduction,15.1931494,Q4 2009,INFORMATION TECHNOLOGY,13F,09/30/2021,24.32,26.69
Usana health sciences inc.,USNA,"",1839846.0,169633000.0,0.00474684,0.0053,1845,-32041.0,-1.711695,reduction,9.1935879,Q4 2010,CONSUMER STAPLES,13F,09/30/2021,78.7,102.82
Grocery outlet holding corp,GO,"",7852284.0,169372000.0,0.00473954,0.0073,1846,327834.0,4.356916,addition,8.1862440,Q2 2019,CONSUMER STAPLES,13F,09/30/2021,37.5728,27.6
Celldex therapeutics inc.,CLDX,"",3133770.0,169191000.0,0.00473447,0.0025,1847,433120.0,16.037621,addition,6.7419229,Q2 2011,HEALTH CARE,13F,09/30/2021,55.6015,43.82
Pitney-bowes inc.,PBI,"",23413027.0,168809000.0,0.00472379,0.0058,1848,-163397.0,-0.693053,reduction,13.3092553,Q3 2007,INDUSTRIALS,13F,09/30/2021,10.45,7.77
Relay therapeutics  inc.,RLAY,"",5352612.0,168768000.0,0.00472264,0.0046,1849,812282.0,17.890374,addition,5.7744284,Q3 2020,HEALTH CARE,13F,09/30/2021,38.9097,35.94
Acadia pharmaceuticals inc,ACAD,"",10154951.0,168673000.0,0.00471998,0.0069,1850,15748.0,0.155318,addition,6.3214289,Q2 2013,HEALTH CARE,13F,09/30/2021,27.7427,19.48
B. riley financial inc,RILY,"",2850880.0,168318000.0,0.00471005,0.0065,1851,-254299.0,-8.189512,reduction,10.3366533,Q2 2016,FINANCE,13F,09/30/2021,48.42,78.37
Schweitzer-mauduit inc.,SWM,"",4854496.0,168257000.0,0.00470834,0.0056,1852,-111032.0,-2.236056,reduction,15.4319109,Q4 2009,MATERIALS,13F,09/30/2021,41.21,33.63
Domo inc,DOMO,"",1991077.0,168128000.0,0.00470473,0.0048,1853,-133044.0,-6.263485,reduction,6.8906373,Q2 2018,INFORMATION TECHNOLOGY,13F,09/30/2021,31.45,88.09
Warrior met coal inc,HCC,"",7216579.0,167929000.0,0.00469916,0.0036,1854,-204111.0,-2.750566,reduction,14.0372309,Q2 2017,ENERGY,13F,09/30/2021,21.32,21.61
Extreme networks inc.,EXTR,"",17037381.0,167818000.0,0.00469605,0.0054,1855,-361174.0,-2.075885,reduction,13.1349842,Q1 2009,INFORMATION TECHNOLOGY,13F,09/30/2021,8.94,13.01
Helios technologies inc,HLIO,"",2040434.0,167541000.0,0.0046883,0.0045,1856,-23654.0,-1.145978,reduction,6.2995502,Q4 2009,INDUSTRIALS,13F,09/30/2021,41.37,110.86
Scansource inc.,SCSC,"",4792973.0,166748000.0,0.00466611,0.0038,1857,-74759.0,-1.535808,reduction,18.7963669,Q4 2009,INFORMATION TECHNOLOGY,13F,09/30/2021,37.85,35.26
Vanda pharmaceuticals inc,VNDA,"",9702122.0,166294000.0,0.00465341,0.0059,1858,-164417.0,-1.66641,reduction,17.4378897,Q2 2011,HEALTH CARE,13F,09/30/2021,17.57,17.75
Lydall inc.,LDL,"",2673794.0,166016000.0,0.00464563,0.0045,1859,17486.0,0.658282,addition,14.8237737,Q2 2011,CONSUMER DISCRETIONARY,13F,09/30/2021,48.4597,
Cushman & wakefield plc,CWK,"",8908048.0,165778000.0,0.00463897,0.004,1860,588132.0,7.068966,addition,3.9901963,Q3 2018,REAL ESTATE,13F,09/30/2021,16.3031,17.98
Corecivic inc. (corrections corp. of america),CXW,"",18597312.0,165514000.0,0.00463158,0.0056,1861,-501320.0,-2.6249,reduction,15.4610702,Q1 2009,REAL ESTATE,13F,09/30/2021,22.98,11.58
Monmouth real estate investment corp,MNR,"",8871643.0,165455000.0,0.00462993,0.0049,1862,-543423.0,-5.771845,reduction,9.0248666,Q2 2011,REAL ESTATE,13F,09/30/2021,14.57,20.86
Lemaitre vascular inc,LMAT,"",3115834.0,165420000.0,0.00462895,0.005,1863,173671.0,5.902834,addition,14.3845577,Q3 2015,HEALTH CARE,13F,09/30/2021,31.9952,53.53
Plantronics inc,POLY,"",6421362.0,165091000.0,0.00461974,0.0067,1864,619440.0,10.676462,addition,15.1727075,Q2 2009,INFORMATION TECHNOLOGY,13F,09/30/2021,42.335,29.64
Invesco mortgage capital inc,IVR,"",52209154.0,164460000.0,0.00460209,0.0053,1865,2926436.0,5.938057,addition,18.0229968,Q3 2010,REAL ESTATE,13F,09/30/2021,10.0125,3.13
Jeld-wen holding inc,JELD,"",6569146.0,164427000.0,0.00460116,0.0048,1866,4704.0,0.071659,addition,6.6265175,Q1 2017,INDUSTRIALS,13F,09/30/2021,30.9058,26.5
Employers holdings inc,EIG,"",4160225.0,164287000.0,0.00459725,0.005,1867,-10795.0,-0.25881,reduction,14.7047118,Q4 2009,FINANCE,13F,09/30/2021,38.43,39.28
Exp world holdings inc,EXPI,"",4122774.0,163962000.0,0.00458815,0.0044,1868,75525.0,1.866082,addition,2.8156853,Q3 2018,INFORMATION TECHNOLOGY,13F,09/30/2021,28.1371,41.24
Tupperware brands corp.,TUP,"",7751199.0,163704000.0,0.00458093,0.0052,1869,-47823.0,-0.613192,reduction,15.5360771,Q2 2009,CONSUMER DISCRETIONARY,13F,09/30/2021,44.37,17.68
Scholastic corp.,SCHL,"",4588529.0,163581000.0,0.00457749,0.0051,1870,-231810.0,-4.808998,reduction,13.3503899,Q2 2009,COMMUNICATIONS,13F,09/30/2021,40.7,37.96
Liberty global plc class a,LBTYA,"",5481683.0,163356000.0,0.00457119,0.0045,1871,-410352.0,-6.964521,reduction,3.1045064,Q4 2013,COMMUNICATIONS,13F,09/30/2021,32.58,28.43
Ironwood pharmaceuticals inc,IRWD,"",12471775.0,162883000.0,0.00455796,0.0041,1872,920868.0,7.972257,addition,7.6563272,Q2 2011,HEALTH CARE,13F,09/30/2021,13.6342,12.17
Itau unibnco adr,ITUB,"",37488168.93,162870000.0,0.00455759,0.0054,1873,-1935992.88,-4.910676,reduction,0.6377697,Q2 2009,FINANCE,13F,09/30/2021,6.78,4.1
Paramount group inc,PGRE,"",18101062.0,162728000.0,0.00455362,0.0052,1874,-421686.0,-2.276584,reduction,8.2667973,Q4 2014,REAL ESTATE,13F,09/30/2021,13.74,9.16
Spectrum brands holdings (zapata off-shore - hrg group),SPB,"",1698870.0,162531000.0,0.00454811,0.0038,1875,80151.0,4.951508,addition,3.9852664,Q2 2012,CONSUMER STAPLES,13F,09/30/2021,199.9086,105.76
Ishares esg aware msci em etf-ishares esg aware msci em etf,ESGE,"",3920415.0,162462000.0,0.00454618,0.0059,1876,-784102.0,-16.667003,reduction,No Data,Q4 2016,FINANCE,13F,09/30/2021,32.74,42.38
Schrodinger  inc.,SDGR,"",2963132.0,162025000.0,0.00453395,0.006,1877,93733.0,3.266642,addition,4.8123035,Q1 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,59.1442,44.45
Autohome inc adr,ATHM,"",3451105.0,161962000.0,0.00453219,0.0053,1878,463990.0,15.533048,addition,2.7100031,Q4 2013,COMMUNICATIONS,13F,09/30/2021,54.7979,34.44
Otter tail corp,OTTR,"",2893010.0,161921000.0,0.00453104,0.0041,1879,-129977.0,-4.299622,reduction,6.9645074,Q4 2009,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2021,39.89,67.43
Angiodynamics inc,ANGO,"",6241633.0,161908000.0,0.00453067,0.0048,1880,-134353.0,-2.107172,reduction,16.1490144,Q4 2009,HEALTH CARE,13F,09/30/2021,17.88,29.51
Canadian solar inc,CSIQ,"",4674815.0,161702000.0,0.00452491,0.0063,1881,-398697.0,-7.858403,reduction,7.7916644,Q4 2015,INFORMATION TECHNOLOGY,13F,09/30/2021,38.18,38.64
Cassava sciences inc,SAVA,"",2603878.0,161651000.0,0.00452348,0.0058,1882,151999.0,6.199286,addition,6.5073044,Q1 2017,HEALTH CARE,13F,09/30/2021,18.1532,47.07
Natus medical,NTUS,"",6431318.0,161298000.0,0.00451361,0.0047,1883,-82582.0,-1.267781,reduction,18.8432134,Q4 2009,HEALTH CARE,13F,09/30/2021,34.81,25.31
Kornit digital ltd,KRNT,"",1111370.0,160860000.0,0.00450135,0.0034,1884,114902.0,11.530927,addition,2.4166200,Q1 2017,INFORMATION TECHNOLOGY,13F,09/30/2021,42.2482,146.76
Tompkins financial corp. (ithaca  ny),TMP,"",1987862.0,160837000.0,0.0045007,0.0044,1885,-69120.0,-3.360263,reduction,13.4890490,Q4 2010,FINANCE,13F,09/30/2021,80.56,83.74
Ishares s&p 500 value etf,IVE,"",1105877.0,160816000.0,0.00450012,0.0046,1886,-13190.0,-1.17866,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2021,119.11,153.56
Kaman corp class a,KAMN,"",4508325.0,160809000.0,0.00449992,0.0065,1887,-101408.0,-2.199867,reduction,16.1956007,Q4 2009,INDUSTRIALS,13F,09/30/2021,51.3,39.15
C3ai  inc.,AI,"",3468023.0,160708000.0,0.0044971,0.0061,1888,-17589.0,-0.504617,reduction,3.4470472,Q4 2020,INFORMATION TECHNOLOGY,13F,09/30/2021,135.48,46.18
