Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Rayonier inc.,RYN,,13672781,491264000,0.0136541,0.0129,1025,66740,0.490517,addition,9.6747078,Q3 2008,REAL ESTATE,13F,6/30/21,29.0836,37.33
Unum group  inc.,UNM,,17275422,490620000,0.0136362,0.0142,1026,-110123,-0.633417,reduction,8.452035,Q3 2007,FINANCE,13F,6/30/21,41.85,25.47
Owens & minor  inc (holding co.),OMI,,11569479,489735000,0.0136116,0.0136,1027,-727955,-5.919568,reduction,15.331431,Q2 2009,INDUSTRIALS,13F,6/30/21,27.75,35.88
Astrazeneca plc,AZN,,8174749,489668000,0.0136097,0.0202,1028,-5635206,-40.80539,reduction,0.263852,Q3 2016,HEALTH CARE,13F,6/30/21,43.96,62.38
Cerence inc,CRNC,,4552385,489426911.4,0.013603,0.0089,1029,1552525,51.753248,addition,11.9779139,,INFORMATION TECHNOLOGY,13G,7/31/21,,105.13
Tx pacific land trust,TPL,,305799,489199000,0.0135967,0.0075,1030,145507,90.776208,addition,3.9445394,Q1 2017,REAL ESTATE,13F,6/30/21,1551.9877,1273.67
Mirati therapeutics inc,MRTX,,3027505,489034000,0.0135921,0.023,1031,-1546086,-33.804641,reduction,5.8646217,Q1 2015,HEALTH CARE,13F,6/30/21,97.28,189.02
Tegna inc. (gannett co.),TGNA,,26058256,488852000,0.013587,0.0145,1032,-160700,-0.612915,reduction,11.7865079,Q4 2008,COMMUNICATIONS,13F,6/30/21,14.67,19.66
Portland general electric co.,POR,,9517463,488721725.1,0.0135834,0.0098,1033,1914670,25.183771,addition,10.6452822,,UTILITIES AND TELECOMMUNICATIONS,13G,8/31/21,,49.31
Ishares msci usa quality factor etf-ishares msci usa quality factor etf,QUAL,,3672231,487929000,0.0135614,0.0134,1034,-74201,-1.980578,reduction,No Data,Q2 2016,FINANCE,13F,6/30/21,89.7,141.89
Guidewire software  inc.,GWRE,,4326788,487715000,0.0135554,0.014,1035,-376806,-8.011023,reduction,5.2032978,Q2 2012,INFORMATION TECHNOLOGY,13F,6/30/21,72.38,125.73
National instruments corp,NATI,,11526002,487317000,0.0135444,0.0162,1036,-1213715,-9.527017,reduction,8.6674096,Q2 2009,INFORMATION TECHNOLOGY,13F,6/30/21,37.07,42.47
Vontier corp.,VNT,,14889617,485107000,0.013483,0.0143,1037,-1207346,-7.500458,reduction,8.8209699,Q4 2020,INDUSTRIALS,13F,6/30/21,31.93,33.83
Taylor morrison home corp,TMHC,,18354581,484930000,0.013478,0.0171,1038,-538481,-2.850152,reduction,14.649784,Q2 2013,INDUSTRIALS,13F,6/30/21,17.44,30.53
Merit medical systems inc.,MMSI,,7495212,484640000,0.01347,0.0138,1039,-326921,-4.179435,reduction,13.3199613,Q4 2008,HEALTH CARE,13F,6/30/21,37.26,67.26
First hawaiian inc,FHB,,17088828,484299000,0.0134605,0.0141,1040,-408162,-2.332756,reduction,13.1873093,Q3 2016,FINANCE,13F,6/30/21,20.34,27.59
Ncr corp.,NCR,,10607121,483790000,0.0134464,0.0122,1041,-363193,-3.310689,reduction,8.0723904,Q4 2008,INFORMATION TECHNOLOGY,13F,6/30/21,42.45,39.54
Willscot corp,WSC,,17353820,483652000,0.0134425,0.0118,1042,2925612,20.27703,addition,7.6676924,Q1 2017,FINANCE,13F,6/30/21,19.3729,34.75
Semtech corp,SMTC,,7024437,483281000,0.0134322,0.015,1043,-352601,-4.77971,reduction,10.9080629,Q2 2009,INFORMATION TECHNOLOGY,13F,6/30/21,36.5,85.03
Shockwave medical inc,SWAV,,2541177,482138000,0.0134004,0.009,1044,183398,7.778422,addition,7.2294519,Q2 2019,HEALTH CARE,13F,6/30/21,65.7905,213.7
Aramark,ARMK,,12939314,481989000,0.0133963,0.0144,1045,-26222,-0.202244,reduction,5.069436,Q4 2013,CONSUMER DISCRETIONARY,13F,6/30/21,37.35,36.48
Simply good foods co/the,SMPL,,13200331,481945000,0.0133951,0.0121,1046,-366899,-2.704303,reduction,13.7819268,Q3 2017,CONSUMER STAPLES,13F,6/30/21,25.88,39.65
Vistra energy corp,VST,,25926071,480928000,0.0133668,0.0148,1047,-2536463,-8.911585,reduction,5.37307,Q2 2017,ENERGY,13F,6/30/21,20.1,19.59
Hexcel corp,HXL,,7703179,480677000,0.0133598,0.0131,1048,-278227,-3.48594,reduction,9.1869375,Q4 2009,INDUSTRIALS,13F,6/30/21,53.49,56.74
Interactive brokers group inc,IBKR,,7308467,480385000,0.0133517,0.0147,1049,446204,6.502286,addition,7.4467421,Q1 2009,FINANCE,13F,6/30/21,42.7821,70.85
Adient plc,ADNT,,10622725,480146000,0.0133451,0.0144,1050,-447466,-4.04208,reduction,11.2746539,Q4 2016,CONSUMER DISCRETIONARY,13F,6/30/21,47.05,41.62
Ishares msci eafe min vol factor etf-ishares msci eafe min vol factor etf,EFAV,,6355284,480079000,0.0133432,0.0141,1051,-204107,-3.111676,reduction,No Data,Q3 2012,FINANCE,13F,6/30/21,67.17,76.71
Chemours co (the),CC,,13779388,479521000,0.0133277,0.0116,1052,-401526,-2.831454,reduction,8.3428677,Q2 2015,MATERIALS,13F,6/30/21,39.09,28.02
Kb home inc.,KBH,,11770970,479314000,0.0133219,0.0186,1053,-1852248,-13.596259,reduction,12.7746631,Q4 2008,CONSUMER DISCRETIONARY,13F,6/30/21,26.32,40.15
Irobot corp,IRBT,,5128200,478924000,0.0133111,0.0182,1054,46088,0.906867,addition,18.2530738,Q3 2010,CONSUMER DISCRETIONARY,13F,6/30/21,71.994,83.42
Umb financial corp (city national bank & trust co. - united missouri bancshares  kansas city  mo),UMBF,,5138017,478142000,0.0132894,0.0144,1055,-172047,-3.240017,reduction,10.6272576,Q4 2009,FINANCE,13F,6/30/21,75.21,98.82
Blackline inc,BL,,4292861,477667000,0.0132762,0.0126,1056,338790,8.568131,addition,7.3496653,Q4 2016,INFORMATION TECHNOLOGY,13F,6/30/21,57.7368,126.87
Ishares msci eafe value etf-ishares msci eafe value etf,EFV,,9219881,477221000,0.0132638,0.0108,1057,2003478,27.762834,addition,No Data,Q4 2015,FINANCE,13F,6/30/21,50.8129,51.98
Clarivate plc,CLVT,,17316910,476734000,0.0132502,0.0043,1058,11719828,209.391751,addition,2.695925,Q4 2019,FINANCE,13F,6/30/21,26.5604,23.45
Matson inc,MATX,,7445857,476534000,0.0132447,0.0148,1059,-128025,-1.690348,reduction,17.1327062,Q2 2009,REAL ESTATE,13F,6/30/21,,83.28
Siteone landscape supply inc,SITE,,2814810,476436000,0.013242,0.0209,1060,-1347016,-32.365986,reduction,6.3185138,Q2 2016,INDUSTRIALS,13F,6/30/21,88.35,234.96
Badger meter inc,BMI,,4850257,475906000,0.0132272,0.0135,1061,-91665,-1.854845,reduction,16.6239072,Q4 2009,INDUSTRIALS,13F,6/30/21,45.35,102.25
Eqova water technologies corp,AQUA,,12664673,475685117.9,0.0132211,0.0093,1062,2774173,28.048865,addition,10.5626584,,INDUSTRIALS,13G,9/30/21,,41.83
Ishares intermediate-term corp bd etf,IGIB,,7858063,475570000,0.0132179,0.0161,1063,-1373794,-14.881015,reduction,No Data,Q4 2012,FINANCE,13F,6/30/21,59.22,59.71
Enersys inc.,ENS,,4850048,473997000,0.0131742,0.0134,1064,-175641,-3.494864,reduction,11.4056351,Q4 2009,INDUSTRIALS,13F,6/30/21,79.28,80.04
One gas  inc.,OGS,,6394488,473962000,0.0131732,0.0147,1065,-130129,-1.994431,reduction,11.9521391,Q1 2014,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,69.71,67.3
Block (h&r) inc.,HRB,,20143665,472973000,0.0131457,0.0138,1066,-1433798,-6.644887,reduction,11.0774894,Q4 2007,CONSUMER DISCRETIONARY,13F,6/30/21,22.34,23.07
Acadia healthcare company inc.,ACHC,,7528774,472432000,0.0131307,0.0132,1067,-316822,-4.038215,reduction,8.3780224,Q2 2012,HEALTH CARE,13F,6/30/21,46.2,62
Hancock whitney corp,HWC,,10627965,472306000,0.0131272,0.0138,1068,-512920,-4.603943,reduction,12.2370556,Q4 2009,FINANCE,13F,6/30/21,43.87,49.48
Celsius holdings  inc.,CELH,,6203458,472022000,0.0131193,0.0066,1069,1560394,33.606989,addition,8.3287677,Q2 2018,ENERGY,13F,6/30/21,40.5978,96.52
Vonage holdings corp,VG,,32753843,471983000,0.0131182,0.0113,1070,291369,0.897556,addition,13.0050614,Q2 2011,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,8.2652,16.12
Quaker chemical corp.,KWR,,1989183,471815000,0.0131135,0.0146,1071,-46360,-2.277525,reduction,11.1262754,Q4 2010,MATERIALS,13F,6/30/21,145.32,245.84
Alliance data systems corp,ADS,,4523427,471298000,0.0130992,0.0172,1072,-704150,-13.469912,reduction,9.0912199,Q4 2008,INFORMATION TECHNOLOGY,13F,6/30/21,173.79,85.25
Athene holding ltd class a,ATH,,6978777,471066000,0.0130927,0.0126,1073,-1545631,-18.131828,reduction,3.6353477,Q1 2017,FINANCE,13F,6/30/21,46.68,87.01
Hawaiian electric industries,HE,,11137599,470897000,0.013088,0.0126,1074,1478194,15.303158,addition,10.1889065,Q2 2009,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,35.706,40.56
Simmons first national corp.,SFNC,,15955053,468123000,0.0130109,0.0139,1075,7384,0.046301,addition,14.725662,Q4 2009,FINANCE,13F,6/30/21,23.3728,29.89
Timken (roller bearing axle) co.,TKR,,5784397,466164000,0.0129565,0.0144,1076,-241667,-4.010362,reduction,7.585243,Q2 2008,INDUSTRIALS,13F,6/30/21,48.06,70.95
Doordash  inc.,DASH,,2612273,465847000,0.0129476,0.0028,1077,1879859,256.666175,addition,0.8223487,Q4 2020,CONSUMER DISCRETIONARY,13F,6/30/21,168.3543,194.8
Commercial metals company,CMC,,15151295,465448000,0.0129366,0.0137,1078,64934,0.430415,addition,12.5646601,Q1 2009,MATERIALS,13F,6/30/21,20.1754,32.18
Rli corp.,RLI,,4444556,464856000,0.0129201,0.0153,1079,-211225,-4.536833,reduction,9.8323406,Q4 2009,FINANCE,13F,6/30/21,64.68,108.31
Northwestern corp,NWE,,7706135,464064000,0.0128981,0.0144,1080,207707,2.770007,addition,14.9456005,Q4 2009,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,59.3637,56.86
Ishares core dividend growth etf-ishares core dividend growth etf,DGRO,,9160478,461322000,0.0128219,0.0129,1081,65778,0.723256,addition,No Data,Q1 2016,FINANCE,13F,6/30/21,44.2442,53.13
Wyndham destinations inc,TNL,,7758313,461231000,0.0128194,0.015,1082,-587268,-7.036874,reduction,8.9901906,Q4 2008,CONSUMER DISCRETIONARY,13F,6/30/21,19.43,54.34
South jersey industries inc.,SJI,,17758100,460466000,0.0127981,0.0109,1083,1322083,8.043816,addition,15.7924039,Q4 2009,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,32.1312,22.76
Zurn water solutions corp,ZWS,,9201978,460466000,0.0127981,0.0139,1084,-812463,-8.112914,reduction,7.5983245,Q2 2012,INDUSTRIALS,13F,6/30/21,26.86,36.28
Abercrombie & fitch co.,ANF,,9909631,460106000,0.0127881,0.0103,1085,-285391,-2.799317,reduction,16.7725382,Q4 2008,CONSUMER DISCRETIONARY,13F,6/30/21,14.58,39.54
Coterra energy inc,CTRA,,26351515,460097000,0.0127878,0.0165,1086,-3532088,-11.819485,reduction,6.5934142,Q4 2009,ENERGY,13F,6/30/21,23.64,21.32
Ralph lauren corp. class a,RL,,3904571,459998000,0.0127851,0.0119,1087,620432,18.89177,addition,8.0294581,Q3 2007,CONSUMER DISCRETIONARY,13F,6/30/21,84.6117,127.17
Retail properties of america inc,RPAI,,40145663,459669000,0.0127759,0.0125,1088,-305697,-0.755715,reduction,18.6899727,Q2 2012,REAL ESTATE,13F,6/30/21,9.92,
Livent corp,LTHM,,23695680,458748000,0.0127503,0.0126,1089,-1068711,-4.315515,reduction,14.6684595,Q4 2018,MATERIALS,13F,6/30/21,12.55,28.22
Cirrus logic inc,CRUS,,5387512,458584000,0.0127458,0.0165,1090,-1239096,-18.698797,reduction,9.3536892,Q4 2009,INFORMATION TECHNOLOGY,13F,6/30/21,56.81,80.81
Axalta coating systems ltd,AXTA,,15003522,457455000,0.0127144,0.0169,1091,-4485955,-23.017319,reduction,6.5187097,Q4 2014,MATERIALS,13F,6/30/21,28.2,31.19
Domtar corp. (dominion tar & chemical),UFS,,8307236,456565000,0.0126897,0.0077,1092,1200037,16.884809,addition,16.4960711,Q2 2009,MATERIALS,13F,6/30/21,39.4832,54.59
Bank of the ozarks,OZK,,10821579,456238000,0.0126806,0.0132,1093,-149908,-1.366342,reduction,8.9009955,Q4 2009,FINANCE,13F,6/30/21,49.37,44.67
Blueprint medicines corp,BPMC,,5185918,456151000,0.0126782,0.0144,1094,145232,2.881195,addition,8.853613,Q2 2015,HEALTH CARE,13F,6/30/21,62.241,112.49
Potlatchdeltic corp,PCH,,8581059,456082000,0.0126762,0.0135,1095,-88721,-1.023336,reduction,12.7988941,Q2 2009,REAL ESTATE,13F,6/30/21,47.6,52.27
Biohaven pharmaceutical holding co ltd,BHVN,,4691578,455460000,0.012659,0.0076,1096,908024,23.999235,addition,7.173532,Q2 2017,HEALTH CARE,13F,6/30/21,50.9346,142.32
Allscripts healthcare solutions inc,MDRX,,24523533,453932000,0.0126165,0.0108,1097,-58171,-0.236643,reduction,19.6171208,Q2 2009,HEALTH CARE,13F,6/30/21,11.21,13.78
Site centers corp. (developers diversified realty - ddr corp.),SITC,,30109089,453442000,0.0126029,0.0116,1098,962939,3.303829,addition,14.2669888,Q4 2008,REAL ESTATE,13F,6/30/21,26.9473,15.89
Regal rexnord corp,RRX,,3389549,452539000,0.0125778,0.0147,1099,-121512,-3.460834,reduction,8.3287355,Q4 2008,INDUSTRIALS,13F,6/30/21,78.55,152.33
Group 1 automotive  inc.,GPI,,2928210,452202000,0.0125684,0.0136,1100,-2473,-0.084383,reduction,16.2011772,Q4 2009,CONSUMER DISCRETIONARY,13F,6/30/21,82.4,179.8
Integra lifesciences holdings corp,IART,,6619154,451693000,0.0125543,0.0133,1101,82154,1.256754,addition,7.8259516,Q4 2009,HEALTH CARE,13F,6/30/21,44.5675,66.46
Flowers foods,FLO,,18662981,451645000,0.0125529,0.0132,1102,-160693,-0.853675,reduction,8.8135136,Q4 2007,CONSUMER STAPLES,13F,6/30/21,20.2,24.75
Installed building products inc,IBP,,3683735,450741000,0.0125278,0.0124,1103,-115625,-3.043276,reduction,12.402571,Q2 2015,INDUSTRIALS,13F,6/30/21,58.38,127.05
Redfin corp,RDFN,,7106195,450603000,0.012524,0.0149,1104,-499963,-6.573135,reduction,6.7734542,Q3 2017,REAL ESTATE,13F,6/30/21,28.13,51.34
Curtiss-wright corp.,CW,,3790840,450202000,0.0125128,0.0136,1105,-119714,-3.061305,reduction,9.2721849,Q4 2009,INDUSTRIALS,13F,6/30/21,100.28,127.68
Brandywine realty trust,BDN,,32811845,449851000,0.0125031,0.0104,1106,5475792,20.031392,addition,19.1994685,Q4 2009,REAL ESTATE,13F,6/30/21,13.3518,13.25
Maxlinear inc,MXL,,10584732,449745000,0.0125001,0.0111,1107,-459784,-4.163007,reduction,13.8417614,Q2 2014,INFORMATION TECHNOLOGY,13F,6/30/21,25.92,63
Ultra clean holdings inc,UCTT,,8368972,449582000,0.0124956,0.0132,1108,610998,7.875742,addition,18.7225324,Q2 2011,INFORMATION TECHNOLOGY,13F,6/30/21,25.8083,49.57
Sunnova energy international inc,NOVA,,11882690,447502000,0.0124378,0.0152,1109,-790646,-6.238657,reduction,10.6108947,Q3 2019,ENERGY,13F,6/30/21,36.69,44.56
Brinks company (the),BCO,,5813159,446684000,0.012415,0.0143,1110,-309081,-5.048495,reduction,11.6748375,Q3 2007,INDUSTRIALS,13F,6/30/21,58.51,68.88
Planet fitness inc,PLNT,,5930777,446288000,0.012404,0.0128,1111,290419,5.148946,addition,7.1254793,Q1 2016,CONSUMER DISCRETIONARY,13F,6/30/21,46.719,79.55
Spire inc. (laclede gas light),SR,,6148699,444366000,0.0123506,0.0137,1112,-162829,-2.579867,reduction,11.896689,Q4 2009,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,69.25,62.76
Jetblue airways corp,JBLU,,26470194,444170000,0.0123452,0.0161,1113,-530026,-1.963043,reduction,8.3233805,Q4 2008,TRANSPORTS,13F,6/30/21,19.73,14.03
Ishares national muni bond etf,MUB,,3787403,443883000,0.0123372,0.0071,1114,1713987,82.664887,addition,No Data,Q4 2015,FINANCE,13F,6/30/21,116.6471,115.94
Hanover insurance group  inc. (the),THG,,3265445,442925000,0.0123106,0.0128,1115,-88054,-2.625735,reduction,9.1459661,Q3 2007,FINANCE,13F,6/30/21,96.72,126
Rapid7 inc,RPD,,4678538,442729000,0.0123051,0.0103,1116,-11270,-0.240308,reduction,8.3869617,Q1 2016,INFORMATION TECHNOLOGY,13F,6/30/21,37.74,128.75
Healthcare trust of america inc,HTA,,16581092,442715000,0.0123047,0.0135,1117,-34596,-0.208213,reduction,7.5764881,Q4 2012,REAL ESTATE,13F,6/30/21,30.46,33.39
Arcosa inc,ACA,,7536014,442665000,0.0123033,0.0147,1118,-166278,-2.158812,reduction,15.5700121,Q4 2018,INDUSTRIALS,13F,6/30/21,32.49,51.73
Nvent electric plc,NVT,,14150951,442076000,0.012287,0.0119,1119,-349453,-2.409954,reduction,8.4178174,Q2 2018,INDUSTRIALS,13F,6/30/21,25.09,35.45
Flowserve corporation,FLS,,10963785,442060000,0.0122865,0.0131,1120,-484197,-4.22954,reduction,8.4166669,Q4 2007,INDUSTRIALS,13F,6/30/21,44.32,33.62
Independent bank group inc,IBTX,,5973195,441897000,0.012282,0.0128,1121,-48540,-0.80608,reduction,13.8369544,Q2 2014,FINANCE,13F,6/30/21,51.22,72.29
Caretrust reit inc,CTRE,,19022680,441896000,0.012282,0.0129,1122,121052,0.640432,addition,19.6039173,Q2 2014,REAL ESTATE,13F,6/30/21,17.9538,20.75
Vipshop holdings ltd adr,VIPS,,21965176,441060000,0.0122587,0.019,1123,276938,1.276904,addition,3.6706073,Q1 2013,COMMUNICATIONS,13F,6/30/21,13.4842,11.16
American equity investment life holding  co.,AEL,,13614308,440013000,0.0122296,0.0128,1124,-147136,-1.06919,reduction,14.7161311,Q4 2009,FINANCE,13F,6/30/21,27.34,31.87
Outfront media inc,OUT,,18295327,439638000,0.0122192,0.0085,1125,5047049,38.095887,addition,12.5655926,Q2 2014,COMMUNICATIONS,13F,6/30/21,23.7114,24.89
Home bancshares inc,HOMB,,17790170,439061000,0.0122032,0.015,1126,-1086947,-5.758014,reduction,10.8418472,Q4 2009,FINANCE,13F,6/30/21,25.44,23.76
Tencent music entertainment group,TME,,28274817,437695000,0.0121652,0.0143,1127,4473850,18.796925,addition,3.3861964,Q1 2019,INFORMATION TECHNOLOGY,13F,6/30/21,14.5204,7.86
Upwork inc,UPWK,,7499740,437160000,0.0121503,0.0087,1128,854679,12.861868,addition,5.8767659,Q4 2018,INFORMATION TECHNOLOGY,13F,6/30/21,22.3257,47.12
Callaway golf co.,ELY,,12946202,436676000,0.0121369,0.0117,1129,-1995953,-13.357866,reduction,6.9614565,Q2 2009,CONSUMER DISCRETIONARY,13F,6/30/21,13.71,27.05
Terreno realty corp,TRNO,,6762942,436345000,0.0121277,0.012,1130,-283137,-4.018363,reduction,9.5896256,Q2 2011,REAL ESTATE,13F,6/30/21,35.5,73.13
Amerco inc,UHAL,,739488,435853000,0.012114,0.0127,1131,35892,5.101223,addition,3.7713994,Q4 2009,TRANSPORTS,13F,6/30/21,379.2026,736.99
First citizens bancshares  inc. class a,FCNCA,,522689,435264000,0.0120976,0.0081,1132,191773,57.952169,addition,5.9320843,Q4 2009,FINANCE,13F,6/30/21,578.9796,813.9
Colfax corp,CFX,,9490126,434740000,0.0120831,0.0123,1133,-43481,-0.456081,reduction,6.6671465,Q4 2010,INDUSTRIALS,13F,6/30/21,35.27,51.62
Dorman products  inc.,DORM,,4193285,434720000,0.0120825,0.0131,1134,-138726,-3.202346,reduction,13.1743109,Q4 2010,CONSUMER DISCRETIONARY,13F,6/30/21,80.69,104.38
Allegiant travel co,ALGT,,2234447,433483000,0.0120481,0.0147,1135,186147,9.087878,addition,12.4229068,Q4 2010,TRANSPORTS,13F,6/30/21,160.7516,175.27
Covetrus inc,CVET,,16007644,432208000,0.0120127,0.0149,1136,-885679,-5.242776,reduction,11.6320588,Q1 2019,INFORMATION TECHNOLOGY,13F,6/30/21,24.86,20.19
Spx flow inc,FLOW,,6623090,432090000,0.0120094,0.0126,1137,-125173,-1.854892,reduction,15.9094843,Q3 2015,INDUSTRIALS,13F,6/30/21,38.95,74.71
Autonation  inc. (republic industries),AN,,4552859,431658000,0.0119974,0.0143,1138,-658437,-12.634803,reduction,6.359146,Q4 2008,CONSUMER DISCRETIONARY,13F,6/30/21,48.06,121.12
Lancaster colony corp.,LANC,,2229547,431441000,0.0119914,0.0119,1139,-85129,-3.677793,reduction,8.0983146,Q2 2009,CONSUMER STAPLES,13F,6/30/21,133.36,170
Quidel corp.,QDEL,,3360746,430578000,0.0119674,0.0135,1140,-217570,-6.080234,reduction,8.0723596,Q4 2009,HEALTH CARE,13F,6/30/21,87.76,132.77
Pebblebrook hotel trust,PEB,,18275031,430378000,0.0119618,0.0144,1141,-1924879,-9.529146,reduction,13.9094989,Q3 2010,REAL ESTATE,13F,6/30/21,27.38,22.46
Bp plc adr (british petroleum),BP,,16275155,429990000,0.011951,0.0056,1142,8518488,109.821499,addition,0.4869021,Q3 2007,ENERGY,13F,6/30/21,32.6777,28.79
National fuel gas co.,NFG,,8221126,429555000,0.011939,0.0125,1143,-275889,-3.246893,reduction,9.0162557,Q2 2009,UTILITIES AND TELECOMMUNICATIONS,13F,6/30/21,57.23,57.43
Gap (the),GPS,,12755799,429230000,0.0119299,0.014,1144,-3216861,-20.139795,reduction,3.391552,Q3 2007,CONSUMER DISCRETIONARY,13F,6/30/21,24.52,22.69
Old national bancorp,ONB,,24369575,429148000,0.0119276,0.0139,1145,-52474,-0.214863,reduction,14.7042062,Q4 2009,FINANCE,13F,6/30/21,17.22,17.08
Infosys ltd adr,INFY,,20240829,428904000,0.0119209,0.0061,1146,9076715,81.3026,addition,0.474995,Q1 2010,INFORMATION TECHNOLOGY,13F,6/30/21,15.6468,22.28
Brady corp. class a,BRC,,7650641,428740000,0.0119163,0.012,1147,6544,0.085609,addition,15.7653362,Q4 2009,INDUSTRIALS,13F,6/30/21,40.5832,52.09
Prestige consumer healthcare inc. (prestige brands holdings),PBH,,8228210,428690000,0.0119149,0.011,1148,-287961,-3.381344,reduction,16.4366996,Q3 2010,HEALTH CARE,13F,6/30/21,49.01,59.99
Allegheny technologies inc,ATI,,20522059,427886000,0.0118926,0.0129,1149,-396861,-1.897139,reduction,16.1279084,Q4 2008,MATERIALS,13F,6/30/21,17.51,16.1
Comfort systems usa  inc.,FIX,,5428709,427727000,0.0118882,0.0125,1150,-263816,-4.634428,reduction,14.9529817,Q4 2009,INDUSTRIALS,13F,6/30/21,40.98,91.47
Federated hermes inc. (federated investors),FHI,,12599167,427237000,0.0118745,0.0122,1151,-616634,-4.665884,reduction,12.9147893,Q4 2007,FINANCE,13F,6/30/21,26.38,33.31
Insperity inc.,NSP,,4725679,427058000,0.0118696,0.0111,1152,206094,4.56002,addition,12.2418579,Q4 2011,INDUSTRIALS,13F,6/30/21,56.3608,125
Blackstone mortgage trust  inc.,BXMT,,13391301,427050000,0.0118693,0.0122,1153,-45843,-0.341166,reduction,9.1087311,Q4 2014,REAL ESTATE,13F,6/30/21,31.06,32.9
Hollyfrontier corp,HFC,,12955006,426221000,0.0118463,0.0131,1154,472141,3.782313,addition,7.9727939,Q3 2011,ENERGY,13F,6/30/21,30.7031,33.8
Discovery inc series a,DISCA,,13875931,425714000,0.0118322,0.0154,1155,1832323,15.21407,addition,8.2063871,Q1 2009,COMMUNICATIONS,13F,6/30/21,26.9391,23.44
Commvault systems inc,CVLT,,5441440,425358000,0.0118223,0.0109,1156,-320264,-5.558495,reduction,11.8624943,Q4 2009,INFORMATION TECHNOLOGY,13F,6/30/21,51.57,61.5
Rambus inc.,RMBS,,17936510,425275000,0.01182,0.0105,1157,-444690,-2.419265,reduction,16.4710336,Q4 2009,INFORMATION TECHNOLOGY,13F,6/30/21,13.38,23.27
Formfactor inc,FORM,,11644235,424550000,0.0117998,0.0161,1158,-516447,-4.246859,reduction,14.9909765,Q4 2009,INFORMATION TECHNOLOGY,13F,6/30/21,15.36,39.78
Kontoor brands inc,KTB,,7523661,424411000,0.011796,0.0111,1159,-267058,-3.427899,reduction,13.0474198,Q2 2019,CONSUMER DISCRETIONARY,13F,6/30/21,29.87,53
R1 rcm inc,RCM,,19077505,424284000,0.0117925,0.0162,1160,-3205636,-14.385925,reduction,6.8409925,Q1 2017,HEALTH CARE,13F,6/30/21,15.03,21.7
Webster financial corp.,WBS,,7948790,423989000,0.0117843,0.0132,1161,-186853,-2.296721,reduction,8.7742455,Q2 2009,FINANCE,13F,6/30/21,50.67,55.96
Science applications international corp,SAIC,,4825285,423321000,0.0117657,0.0125,1162,-262668,-5.162548,reduction,8.3821525,Q4 2013,INFORMATION TECHNOLOGY,13F,6/30/21,76.16,89.78
South state corp,SSB,,5172978,422942000,0.0117552,0.0126,1163,-302239,-5.520128,reduction,7.2782222,Q4 2009,FINANCE,13F,6/30/21,68.43,78.09
Sonos inc,SONO,,11995748,422610000,0.0117459,0.0129,1164,295062,2.52175,addition,9.5377488,Q3 2018,INFORMATION TECHNOLOGY,13F,6/30/21,25.8174,32.62
Albany international corp. (de),AIN,,4731045,422294000,0.0117371,0.0117,1165,-29846,-0.626899,reduction,15.41057,Q4 2009,INDUSTRIALS,13F,6/30/21,55.98,80.65
F.n.b. corp.,FNB,,34249119,422290000,0.011737,0.0132,1166,-1013169,-2.873237,reduction,10.7189589,Q4 2009,FINANCE,13F,6/30/21,14.17,11.65
Royalty pharma plc,RPRX,,10287641,421691000,0.0117204,0.0175,1167,-3376940,-24.713089,reduction,2.4092504,Q2 2020,HEALTH CARE,13F,6/30/21,46.67,39.53
Wolverine world wide  inc.,WWW,,12532663,421600000,0.0117179,0.0151,1168,-859053,-6.414809,reduction,15.2438684,Q4 2009,CONSUMER DISCRETIONARY,13F,6/30/21,27.05,33.17
Prog holdings inc,PRG,,8757188,421485000,0.0117147,0.0109,1169,199300,2.328846,addition,13.1687234,Q2 2009,CONSUMER DISCRETIONARY,13F,6/30/21,31.1553,40.45
Jbg smith properties,JBGS,,13366702,421185000,0.0117063,0.0128,1170,-357031,-2.601559,reduction,10.130825,Q3 2017,REAL ESTATE,13F,6/30/21,34.88,28.86
Perrigo co plc,PRGO,,9185000,421134000,0.0117049,0.011,1171,-79522,-0.85835,reduction,6.8690985,Q1 2009,HEALTH CARE,13F,6/30/21,65.22,45.15
Ps business parks inc.,PSB,,2837365,420157000,0.0116778,0.0133,1172,-88232,-3.015863,reduction,10.3017468,Q4 2009,REAL ESTATE,13F,6/30/21,117.65,177.7
Nuvasive inc,NUVA,,6195079,419903000,0.0116707,0.0124,1173,-244307,-3.793949,reduction,11.9909205,Q1 2009,HEALTH CARE,13F,6/30/21,70.87,53.36
Southern copper corp.,SCCO,,6522402,419519000,0.01166,0.0136,1174,-274890,-4.044111,reduction,0.843689,Q4 2008,MATERIALS,13F,6/30/21,42.74,59.99
Wintrust financial corp.,WTFC,,5540386,419019000,0.0116461,0.0123,1175,9885,0.178736,addition,9.7130475,Q3 2007,FINANCE,13F,6/30/21,70.6489,88.5
